"Date of Download: 2024-03-12_14:57:18"
"Search Parameters: Data Level:all  Trait List:  Trial List:10542,11501,11827,11750,11751  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 10|COMP:0000322","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2250603","GM11213-2","","plot","4825609","202224BCEAR_cere_rep2_GM11213-2_47","2","2","47","3","7","test","","","","15","10","1","1","31.785676625659","37.2","110","8.03571428571428","4.05","1","","4","1","","6","2.2","10","20","1","250","40","2","3","1","3","2","","2500","224","11","6","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2250627","GM11319-3","","plot","4825527","202224BCEAR_cere_rep2_GM11319-3_64","2","2","64","7","8","test","","","","18.2","10.8","1","1","31.777566096423","37.2","230","8.82936507936508","4.45","1","","5","1","","5","1.8","10","20","2","280","60","4","2","1","3","2","","2825","253","22","17","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2250636","GM11365-2","","plot","4825535","202224BCEAR_cere_rep2_GM11365-2_69","2","2","69","9","5","test","","2.6","4.7","14.7","8","5","1","34.7768156424581","34.8","70","14.8809523809524","7.5","1","","4","1","","11","6.9","6","20","2","220","20","4","3","2","2","2","","3400","357","9","16","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2250637","GM11365-3","","plot","4825600","202224BCEAR_cere_rep2_GM11365-3_65","2","2","65","8","8","test","","","","13.8","8.9","3","1","34.3948634204275","33.6","100","12.6984126984127","6.4","1","","5","1","","12","4.3","8","20","2","210","30","5","3","1","3","2","","3755","387","13","20","1","3","3","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2250667","GM11470-9","","plot","4825536","202224BCEAR_cere_rep2_GM11470-9_41","2","2","41","2","8","test","","","","","","5","1","32.0214940421631","","30","14.2857142857143","7.2","1","","4","1","","10","4.4","8","20","4","280","20","6","3","1","3","2","","3600","327","16","14","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","323717","GM3426-5","","plot","4825575","202224BCEAR_cere_rep2_GM3426-5_39","2","2","39","1","7","check","","","","","","0","1","27.6146790154783","","260","20.2380952380952","10.2","1","","4","1","","12","5","10","20","2","260","40","5","3","2","3","2","","4225","284","32","15","3","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","323717","GM3426-5","","plot","4825562","202224BCEAR_cere_rep2_GM3426-5_62","2","2","62","7","6","check","","8.4","16.5","10.1","3.2","0","1","37.374197285667","37.5","240","22.0238095238095","11.1","1","","5","1","","11","4.8","8","20","2","240","20","5","3","1","2","3","","3425","404","35","18","3","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2169322","GM4486-11","","plot","4825557","202224BCEAR_cere_rep2_GM4486-11_70","2","2","70","9","6","test","","2.9","5.1","16.1","10.5","1","1","33.2003753753754","38.7","110","15.4761904761905","7.8","1","","5","1","","6","3.05","8","20","3","210","20","4","3","1","2","3","","4425","429","7","17","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2169346","GM8560-13","","plot","4825549","202224BCEAR_cere_rep2_GM8560-13_42","2","2","42","2","7","test","","1.7","2.8","16","9.3","1","1","34.8866459627329","33.1","240","5.8531746031746","2.95","1","","2","2","","2","1.5","12","20","3","280","40","4","3","1","4","2","","2700","285","6","11","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2169481","GM9404-1","","plot","4825568","202224BCEAR_cere_rep2_GM9404-1_68","2","2","68","8","5","test","","","","14.2","9.3","4","1","29.7785286409584","35.4","90","9.02777777777778","4.55","1","","5","1","","0","0","6","20","4","180","20","6","3","1","3","2","","2900","229","41","20","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","323773","SM3536-44","","plot","4825570","202224BCEAR_cere_rep2_SM3536-44_59","2","2","59","6","6","test","","3.1","4.7","11.8","6.2","2","1","34.195352507892","37","110","12.5","6.3","1","","4","1","","10","4.5","8","20","2","250","30","4","2","1","3","2","","3175","324","15","18","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2170553","SM4569-17","","plot","4825585","202224BCEAR_cere_rep2_SM4569-17_53","2","2","53","5","5","test","","2.4","3.5","16.3","8.6","4","1","34.2875147579693","34.2","80","20.1984126984127","10.18","1","","4","1","","13","6.25","8","20","2","270","20","6","3","1","3","","","3775","387","23","19","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2174907","SM4850-8","","plot","4825610","202224BCEAR_cere_rep2_SM4850-8_49","2","2","49","4","8","test","","5.4","14.4","12.3","5.6","5","1","36.5967463479416","39.3","130","22.9166666666667","11.55","1","","5","1","","18","6.7","10","20","1","265","20","6","3","1","2","2","","4250","485","30","20","3","1","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175374","SM4891-13","","plot","4825555","202224BCEAR_cere_rep2_SM4891-13_48","2","2","48","3","8","test","","1.7","4.2","13.6","6.8","2","1","35.7921832551247","36.8","110","23.1150793650794","11.65","1","","5","1","","12","7.05","10","20","2","270","30","6","3","1","2","3","","4550","501","24","20","3","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251040","SM4897-22","","plot","4825534","202224BCEAR_cere_rep2_SM4897-22_37","2","2","37","1","5","test","","","","17","11.7","4","1","33.5602973812694","38","90","8.73015873015873","4.4","1","","3","1","","3","1.5","8","20","2","210","20","6","3","1","3","1","","2500","247","23","20","1","3","3","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175421","SM4922-6","","plot","4825554","202224BCEAR_cere_rep2_SM4922-6_51","2","2","51","4","6","test","","2.8","3.9","17.6","9.6","1","1","36.0815657828914","35.7","130","31.25","15.75","1","","4","1","","26","10","8","20","2","240","30","6","3","1","1","2","","4500","502","40","20","2","3","1","7"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175520","SM4952-5","","plot","4825530","202224BCEAR_cere_rep2_SM4952-5_54","2","2","54","5","6","test","","3.8","6.6","15.5","9.4","1","1","38.6555288461538","41.4","120","17.7579365079365","8.95","1","","5","1","","9","4.7","8","20","2","250","20","6","3","2","2","2","","3800","472","27","20","3","3","1","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251084","SM4955-23","","plot","4825553","202224BCEAR_cere_rep2_SM4955-23_63","2","2","63","7","7","test","","","","16.7","9.2","0","1","31.5894984326019","35","280","10.218253968254","5.15","1","","4","1","","8","1.9","8","20","2","280","50","4","3","1","4","2","","2100","186","28","17","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251086","SM4956-10","","plot","4825538","202224BCEAR_cere_rep2_SM4956-10_58","2","2","58","6","7","test","","2.8","5.2","17.6","11.9","3","1","34.6812680115274","36.2","110","18.1547619047619","9.15","1","","3","1","","11","5.3","10","20","2","260","40","4","3","1","3","3","","3100","324","25","16","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175535","SM4956-6","","plot","4825515","202224BCEAR_cere_rep2_SM4956-6_56","2","2","56","5","8","test","","3","4.6","13.9","7.9","5","1","27.5392620415378","35.7","60","19.3452380952381","9.75","1","","4","1","","11","6.5","10","20","3","280","20","3","3","1","2","3","","4850","324","15","20","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251091","SM4957-2","","plot","4825510","202224BCEAR_cere_rep2_SM4957-2_44","2","2","44","2","5","test","","","","19.5","12.4","4","1","31.68198011599","36.2","120","4.16666666666667","2.1","1","","2","2","","0","0","10","20","4","280","20","3","2","2","4","1","","1325","118","10","13","2","2","3","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251098","SM4963-25","","plot","4825612","202224BCEAR_cere_rep2_SM4963-25_57","2","2","57","6","8","test","","","","16.3","9.7","2","1","38.4836296296296","38.2","110","24.8015873015873","12.5","1","","4","2","","19","9.3","10","20","3","270","40","5","3","1","2","3","","3850","475","19","18","1","3","1","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175566","SM4989-6","","plot","4825541","202224BCEAR_cere_rep2_SM4989-6_71","2","2","71","9","7","test","","","","14.6","8.6","0","1","33.5377372262774","35.8","320","14.0873015873016","7.1","1","","5","1","","4.4","0","12","20","1","320","60","5","3","1","2","3","","3800","375","22","17","2","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251113","SM4993-9","","plot","4825544","202224BCEAR_cere_rep2_SM4993-9_45","2","2","45","3","5","test","","","","17.5","11.3","5","1","27.8118874038072","34.2","120","8.82936507936508","4.45","1","","4","1","","8","2.4","8","20","2","230","20","6","3","2","4","2","","2650","181","18","16","3","3","1","6"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251117","SM5007-37","","plot","4825597","202224BCEAR_cere_rep2_SM5007-37_66","2","2","66","8","7","test","","","","13.9","8.1","0","1","27.5449538795442","33.8","290","7.44047619047619","3.75","1","","2","1","","2","0.55","10","20","2","290","60","3","3","1","4","2","","1975","132","20","13","2","3","1","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2175593","SM5008-19","","plot","4825603","202224BCEAR_cere_rep2_SM5008-19_40","2","2","40","1","8","test","","2.5","3.8","16.2","8.5","4","1","30.4277614138439","33.7","20","18.6507936507936","9.4","1","","5","1","","14","6.7","12","20","4","260","30","6","3","1","3","3","","3700","305","18","14","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251118","SM5008-25","","plot","4825587","202224BCEAR_cere_rep2_SM5008-25_60","2","2","60","6","5","test","","","","12.5","7.5","1","1","28.0257918552036","30.4","220","4.86111111111111","2.45","1","","4","1","","2","1.7","8","20","3","260","50","1","3","1","4","3","","2375","165","1","6","2","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2251121","SM5008-33","","plot","4825594","202224BCEAR_cere_rep2_SM5008-33_38","2","2","38","1","6","test","","","","9.4","3.2","3","1","44.3","37.4","140","18.8492063492064","9.5","1","","3","1","","8","4.1","10","20","2","270","30","5","3","2","2","2","","3250","490","28","18","3","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","4825532","202224BCEAR_cere_rep2_SMB2446-2_72","2","2","72","9","8","check","","5.6","11.2","2.2","1.6","0","1","37.7259638874137","40","190","22.6190476190476","11.4","1","","5","1","","13","5.65","8","20","2","190","30","6","3","2","2","2","","4278","512","37","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","147207","TAI8","Tai8","plot","4825533","202224BCEAR_cere_rep2_TAI8_67","2","2","67","8","6","check","","2.8","4.1","2.5","1.5","1","1","36.9675060597899","37.7","100","24.1071428571429","12.15","1","","4","1","","15","8.05","8","20","2","150","20","6","1","2","2","1","","4200","487","29","19","1","3","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","139257","CG1141-1","","plot","4825586","202224BCEAR_cere_rep3_CG1141-1_108","3","3","108","9","12","check","","","","","","1","1","33.7730937348227","","90","25.7936507936508","13","1","","4","1","","13","6.1","8","20","2","220","","5","3","1","1","2","","4575","457","40","20","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","139257","CG1141-1","","plot","4825542","202224BCEAR_cere_rep3_CG1141-1_78","3","3","78","2","11","check","","","","","","0","1","38.3142095053346","","190","25.7936507936508","13","1","","5","1","","13","7.05","8","20","1","190","40","5","3","1","1","2","","4700","576","27","19","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","139268","CM4919-1","","plot","4825596","202224BCEAR_cere_rep3_CM4919-1_96","3","3","96","6","9","check","","","","","","0","1","36.3879570941004","","220","21.031746031746","10.6","1","","4","1","","13","6.5","10","20","2","220","60","5","3","1","2","3","","4625","523","18","20","1","3","1","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","139299","COL2215","","plot","4825521","202224BCEAR_cere_rep3_COL2215_79","3","3","79","2","10","check","","","","","","3","1","40.2771889400921","","110","26.5873015873016","13.4","1","","5","1","","16","10.4","8","20","3","250","20","6","3","1","1","3","","4000","528","14","20","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","139299","COL2215","","plot","4825613","202224BCEAR_cere_rep3_COL2215_91","3","3","91","5","11","check","","","","","","3","1","39.8355659911023","","100","23.6111111111111","11.9","1","","5","1","","12","5.85","6","20","3","190","10","5","3","1","3","2","","4650","604","29","19","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10542","202224BCEAR_cere","202224BCEAR_cere","RCBD","4.8","3.5","","no","no","2022-June-03","2023-April-10","64","Cerete. Cordoba, Colombia","2169244","GM10299-1","","plot","4825592","202224BCEAR_cere_rep3_GM10299-1_100","3","3","100","7","12","test","","","","","","2","1","28.3298002219756","","90","25.8928571428571","13.05","1","","4","3","","13","6.35","6","20","3","220","40","5","3","1","2","2","","4850","345","44","13","2","3","1","8"," (Operator: lizbethpino, Time: )"
